user_id,sessions,searches,bookings,non_booking_sessions,cancellations,trips,flight_trip,hotel_trip,flight_only_trip,hotel_only_trip,travellers,seats,checked_bags,hotel_guests,nights,rooms,room_units,gmv,savings,tcv,flight_tcv,hotel_tcv,days_cut_off_vs_sign_up,avg_days_pre_travel,monetization_rate,travellers_per_trip,tcv_per_traveller,tcv_per_room_unit,avg_tcv_per_seat_per_km,quality_travel_ratio,hotel_guests_per_trip,long_stay_ratio,staycation_ratio,foreign_trip_ratio,long_haul_ratio,premium_flight_ratio,flight_only_ratio,seats_per_trip,extended_return_trip_ratio,max_bags_per_seat,budget_flight_ratio,cancel_rate,conversion_rate,late_booking_ratio,slippage_rate,avg_comparable_trip_discount,discount_trip_ratio,clicks_per_session,browsing_mins_per_session,early_booking_ratio,60_to_180_day_advance_booking_ratio,PPC_Index,bonus_pt,FHM_Index_original,FHN_Index_original,FHM_Index,FHN_Index,FCB_Index,NCF_Index,EDC_Index,FHM_Index_rank,FHN_Index_rank,FCB_Index_rank,NCF_Index_rank,EDC_Index_rank,index,perk,kmeans_t,kmeans_u
153982.0,7.0,7.0,2.0,5.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,446.59,0.0,446.59,205.59,241.0,466.0,9.5,0.2857142857142857,1.0,223.295,148.86333333333334,0.1787138552460076,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.2857142857142857,0.0,0.7142857142857143,0.7599552288319413,0.0,18.857142857142858,2.3142857142857136,0.0,0.0,0.4519126716321789,0.0,0.2598324047308365,0.08963508591973869,0.24968927688902418,0.08963508591973868,0.3915401044020957,0.14904734669430517,0.34095570315399526,3433.0,4761.0,1094.5,4558.5,3630.0,FCB_Index,Free checked bag,T3,U3
160754.0,8.0,8.0,1.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,521.62,0.0,521.62,93.62,428.0,459.0,12.0,0.125,1.0,521.62,260.81,0.1780569124759083,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.125,0.0,0.875,0.4943772161867491,0.0,10.75,1.3479166666666669,0.0,0.0,0.45836167382617204,0.0,0.2598324047308365,0.25630175258640536,0.24968927688902418,0.2563017525864053,0.2014640137464105,0.06520821417875851,0.2846864376825036,3433.0,3119.0,3947.0,5215.5,4346.0,FHN_Index,Free hotel night,T1,U4
164522.0,8.0,8.0,1.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,13.0,13.0,13.0,3357.32,16.416,3340.904,311.904,3029.0,455.0,9.0,0.125,1.0,3340.904,256.99261538461536,0.17419946619809,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.125,0.0,0.875,-1.7468459156156646,1.0,11.125,1.3895833333333334,0.0,0.0,0.57936085813689,0.25,0.43326957162895724,0.422968419253072,0.6663559435556908,0.6729684192530719,0.3915401044020957,0.06520821417875851,0.3368733124378105,187.0,253.5,1094.5,5215.5,3686.0,FHM_Index,Free hotel meal,T1,U5
167852.0,8.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.875,0.9666666666666668,0.0,0.0,0.166666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1748846859946839,5669.5,5466.0,5464.5,5737.0,5643.5,FCB_Index,Free checked bag,T1,U3
171470.0,8.0,8.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,449.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.75,0.0,0.0,5.75,0.7083333333333334,0.0,0.0,0.166666667,0.0,0.0,0.0,0.0,0.0,0.0,0.4848063569017686,0.04700931706943639,5669.5,5466.0,5464.5,1104.5,5984.0,NCF_Index,No cancellation fees,T1,U3
174997.0,8.0,8.0,3.0,5.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,4.0,4.0,4.0,1038.4299999999998,0.0,1038.4299999999998,590.43,448.0,445.0,8.5,0.25,1.0,519.2149999999999,259.6075,0.1236538849204634,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.375,0.5,0.625,0.5530788314151328,0.0,12.125,1.5291666666666668,0.0,0.0,0.4601096933032422,0.0,0.2598324047308365,0.25630175258640536,0.24968927688902418,0.2563017525864053,0.10222492030326229,0.7108651909430755,0.3288914066221017,3433.0,3119.0,4707.5,246.5,3791.0,NCF_Index,No cancellation fees,T1,U4
175032.0,8.0,8.0,2.0,6.0,0.0,2.0,1.0,2.0,0.0,1.0,3.0,1.0,1.0,3.0,9.0,9.0,17.0,2749.66,362.4,2387.26,151.66,2235.6,445.0,8.0,0.25,1.5,795.7533333333332,140.4270588235294,0.2011165812276841,1.0,1.5,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.25,0.5,0.75,0.089325381969634,0.5,12.0,1.4729166666666669,0.0,0.0,0.552996954059391,0.25,0.44950192319987003,0.25630175258640536,0.6819546296785716,0.5063017525864053,0.2014640137464105,0.3076113926296423,0.4747949141173507,160.0,960.5,3947.0,3912.0,1828.0,FHM_Index,Free hotel meal,T1,U4
181157.0,7.0,7.0,2.0,5.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,930.4,31.2,899.2,503.4,395.8,440.0,7.0,0.2857142857142857,1.0,449.6,299.7333333333333,0.1756099844111006,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.2857142857142857,1.0,0.7142857142857143,0.6096343875611528,0.5,15.714285714285714,1.938095238095238,0.0,0.0,0.49295075071236527,0.0,0.2598324047308365,0.25630175258640536,0.24968927688902418,0.2563017525864053,0.2014640137464105,0.5034372752385557,0.7063965074335006,3433.0,3119.0,3947.0,994.5,233.0,EDC_Index,Exclusive discounts,T4,U4
182191.0,8.0,8.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.125,0.0,0.875,0.0,0.0,8.5,1.0541666666666667,0.0,0.0,0.166666667,0.0,0.0,0.0,0.0,0.0,0.0,0.4195981427230101,0.1325689327975129,5669.5,5466.0,5464.5,2286.5,5884.0,NCF_Index,No cancellation fees,T3,U3
187212.0,7.0,7.0,2.0,5.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,1572.5,0.0,1572.5,1149.5,423.0,434.0,10.0,0.2857142857142857,1.0,786.25,314.5,0.1760857410351269,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.2857142857142857,0.0,0.7142857142857143,0.1160411266514909,0.0,15.571428571428571,1.926190476190476,0.0,0.0,0.5233093524225141,0.0,0.2598324047308365,0.25630175258640536,0.24968927688902418,0.2563017525864053,0.2014640137464105,0.14904734669430517,0.220974299994,3433.0,3119.0,3947.0,4558.5,5140.0,FHN_Index,Free hotel night,T1,U4
189676.0,7.0,7.0,1.0,6.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,13.0,13.0,13.0,2691.0,0.0,2691.0,0.0,2691.0,432.0,5.0,0.1428571428571428,1.0,2691.0,207.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,1.0,0.8571428571428571,-1.212503669342715,0.0,9.285714285714286,1.1547619047619049,0.0,0.0,0.48060420617827665,0.0,0.2598324047308365,0.0,0.24968927688902418,0.0,0.0,0.42891360189140315,0.2861299835330133,3433.0,5466.0,5464.5,2200.0,4330.0,NCF_Index,No cancellation fees,T5,U5
190866.0,9.0,9.0,5.0,4.0,0.0,5.0,5.0,5.0,0.0,0.0,5.0,5.0,2.0,5.0,9.0,9.0,9.0,3440.0,0.0,3440.0,2081.0,1359.0,431.0,8.2,0.5555555555555556,1.0,688.0,382.22222222222223,0.1788225783059293,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.0,1.0,0.2,1.0,0.4,0.0,0.5555555555555556,0.2,0.4444444444444444,0.3608986971867403,0.0,20.666666666666668,2.564814814814815,0.0,0.0,0.6079347184836795,0.25,0.2598324047308365,0.25505213929814236,0.4996892768890242,0.5050521392981423,0.360045797809643,0.3606922709477768,0.2533541397199534,1002.5,1017.5,1499.0,2935.0,4742.0,FHM_Index,Free hotel meal,T1,U4
195192.0,8.0,8.0,1.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,2.0,1108.58,0.0,1108.58,788.58,320.0,427.0,16.0,0.125,2.0,554.29,554.29,0.3348824774828342,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.125,0.0,0.875,0.1723383382060711,0.0,28.125,3.472916666666667,0.0,0.0,0.6652007415460814,0.25,0.1734371668981207,0.16666666666666669,0.41666666666666663,0.41666666666666663,0.3801521813113704,0.06520821417875851,0.4636870791019769,1335.5,1690.0,1361.5,5215.5,1963.0,FHM_Index,Free hotel meal,T3,U4
204943.0,7.0,7.0,5.0,2.0,1.0,4.0,4.0,4.0,0.0,0.0,5.0,5.0,7.0,5.0,12.0,12.0,16.0,5917.39,0.0,5917.39,3477.3900000000003,2440.0,418.0,9.0,0.5714285714285714,1.25,1183.478,369.836875,0.1577347283754952,1.0,1.25,0.0,0.0,0.0,0.0,0.75,0.0,1.25,0.0,2.5,0.25,0.2,0.7142857142857143,0.25,0.2857142857142857,-0.2375981144282312,0.0,19.285714285714285,2.378571428571429,0.0,0.0,0.6457505992236776,0.25,0.28304186856917696,0.23704385739967337,0.5219927083981943,0.4870438573996734,0.3703425394428537,0.7166927468699683,0.12647161991188366,814.5,1087.5,1429.5,209.5,5894.0,NCF_Index,No cancellation fees,T1,U1
204997.0,8.0,8.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,4.0,4.0,4.0,772.47,0.0,772.47,488.47,284.0,418.0,8.0,0.25,1.0,386.235,193.1175,0.0754920329223329,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,1.0,0.0,0.5,0.5,0.5,0.5,0.702175810503433,0.0,24.625,3.05,0.0,0.0,0.4128370930660266,0.0,0.2598324047308365,0.4220640678211532,0.24968927688902418,0.42206406782115313,0.2014640137464105,0.792417749531411,0.4505938812194297,3433.0,1550.5,3947.0,161.5,2123.0,NCF_Index,No cancellation fees,T3,U3
205044.0,7.0,7.0,1.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1291.05,27.6525,1263.3975,525.3974999999999,738.0,418.0,9.0,0.1428571428571428,1.0,1263.3975,631.69875,0.1491037114629451,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.1428571428571428,0.0,0.8571428571428571,-0.052534585330572,1.0,10.571428571428571,1.3142857142857145,0.0,0.0,0.5653709251724002,0.25,0.2598324047308365,0.08963508591973869,0.4996892768890242,0.3396350859197387,0.3915401044020957,0.07452367334715256,0.46538072844675915,1002.5,2008.5,1094.5,4980.0,1942.0,FHM_Index,Free hotel meal,T1,U1
206011.0,8.0,8.0,4.0,4.0,0.0,4.0,4.0,3.0,1.0,0.0,4.0,4.0,1.0,3.0,8.0,8.0,8.0,2101.59,21.818,2079.772,1024.772,1055.0,417.0,6.5,0.5,1.0,519.943,259.9715,0.1738690706582817,1.0,1.0,0.0,0.0,0.0,0.0,0.75,0.25,1.0,0.25,1.0,0.25,0.0,0.5,0.75,0.5,0.4774810897818003,0.5,19.5,2.435416666666667,0.0,0.0,0.5494120034266623,0.25,0.2598324047308365,0.3792875602601172,0.4996892768890242,0.6292875602601171,0.3472059454173605,0.526625303123222,0.5803479711665958,1002.5,406.0,1600.0,877.5,757.0,FHN_Index,Free hotel night,T2,U4
216796.0,8.0,8.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.125,0.0,0.875,0.0,0.0,8.625,1.0666666666666669,0.0,0.0,0.166666667,0.0,0.0,0.0,0.0,0.0,0.0,0.4195981427230101,0.1339900648927543,5669.5,5466.0,5464.5,2286.5,5879.0,NCF_Index,No cancellation fees,T2,U3
217114.0,9.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.555555555555555,0.8314814814814815,0.0,0.0,0.166666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15971904976367812,5669.5,5466.0,5464.5,5737.0,5761.0,FCB_Index,Free checked bag,T1,U3
217136.0,8.0,8.0,2.0,6.0,0.0,2.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,2.0,4.0,4.0,4.0,1198.5700000000002,0.0,1198.5700000000002,539.57,659.0,407.0,6.5,0.25,1.0,599.2850000000001,299.64250000000004,0.1878738085731484,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0.5,0.75,0.5480356067561691,0.0,13.25,1.65625,0.0,0.0,0.5073793913696373,0.0,0.2598324047308365,0.25630175258640536,0.24968927688902418,0.2563017525864053,0.10222492030326229,0.3076113926296423,0.38247159008176806,3433.0,3119.0,4707.5,3912.0,3028.0,EDC_Index,Exclusive discounts,T5,U4
220725.0,9.0,9.0,4.0,5.0,1.0,3.0,3.0,2.0,1.0,0.0,3.0,3.0,1.0,2.0,7.0,7.0,7.0,2495.42,0.0,2495.42,1533.42,962.0,404.0,6.0,0.3333333333333333,1.0,831.8066666666667,356.48857142857145,0.0974917942979235,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.0,1.0,0.0,0.25,0.4444444444444444,1.0,0.5555555555555556,0.3244660538590517,0.3333333333333333,20.0,2.4814814814814814,0.0,0.0,0.5133472894466855,0.0,0.4249936424119311,0.5255237692421693,0.4084030833882894,0.5255237692421691,0.38247021298118977,0.8840742859044293,0.601732866208524,1556.5,881.5,1332.0,34.5,632.0,NCF_Index,No cancellation fees,T5,U4
224996.0,8.0,8.0,2.0,6.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,897.61,0.0,897.61,897.61,0.0,401.0,9.0,0.25,1.0,448.805,0.0,0.1849236370556178,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.75,0.6433801272441114,0.0,12.75,1.5770833333333334,0.0,0.0,0.4456536089891465,0.0,0.2598324047308365,0.4220640678211532,0.24968927688902418,0.42206406782115313,0.10222492030326229,0.13041642835751702,0.262211030710124,3433.0,1550.5,4707.5,4729.5,4628.0,FHN_Index,Free hotel night,T2,U3
226367.0,8.0,8.0,3.0,5.0,0.0,3.0,3.0,3.0,0.0,0.0,4.0,4.0,2.0,4.0,5.0,5.0,7.0,2865.3900000000003,11.218000000000002,2854.1720000000005,990.172,1864.0,399.0,8.0,0.375,1.3333333333333333,713.5430000000001,407.7388571428572,0.2089422536207247,0.6666666666666666,1.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.3333333333333333,0.0,1.0,0.6666666666666666,0.0,0.375,0.3333333333333333,0.625,0.2007137180482856,0.3333333333333333,14.25,1.7583333333333333,0.0,0.0,0.608271789148485,0.25,0.23226925713341254,0.17506900344854048,0.47320211721578936,0.4250690034485405,0.37549978293573977,0.3137546187176924,0.3675446969332298,1156.0,1305.5,1391.5,3516.5,3223.0,FHM_Index,Free hotel meal,T1,U4
228195.0,9.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.88888888888889,1.5962962962962963,0.0,0.0,0.166666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23840914380888556,5669.5,5466.0,5464.5,5737.0,4940.0,EDC_Index,Exclusive discounts,T1,U3
228872.0,8.0,8.0,2.0,6.0,0.0,2.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,13.0,13.0,13.0,1797.21,0.0,1797.21,509.21,1288.0,397.0,7.0,0.25,1.0,898.605,138.24692307692308,0.1837030178624842,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.25,0.5,0.75,0.1461703852972615,0.0,15.75,1.9666666666666663,0.0,0.0,0.5041095733859051,0.0,0.4030829955231892,0.25630175258640536,0.3873477666602314,0.2563017525864053,0.2014640137464105,0.3076113926296423,0.36522883823331176,1639.0,3119.0,3947.0,3912.0,3269.0,FHM_Index,Free hotel meal,T5,U4
